	HAU.prot	JGIv1.prot	JGIv2.prot
OG0083150		Gohir.A06G080400.1	
OG0083151		Gohir.A06G022300.1	
OG0083152		Gohir.A06G182200.1	
OG0083153		Gohir.A06G159600.1	
OG0083154		Gohir.A06G047200.1	
OG0083155		Gohir.A06G167000.1	
OG0083156		Gohir.A06G136900.1	
OG0083157		Gohir.A06G203600.3	
OG0083158		Gohir.A06G203600.4	
OG0083159		Gohir.A06G013300.1	
OG0083160		Gohir.A06G057600.1	
OG0083161		Gohir.A06G071600.1	
OG0083162		Gohir.A06G036800.1	
OG0083163		Gohir.A06G201700.1	
OG0083164		Gohir.A06G122900.1	
OG0083165		Gohir.A06G165900.2	
OG0083166		Gohir.A06G165900.3	
OG0083167		Gohir.A06G123500.1	
OG0083168		Gohir.A06G157100.2	
OG0083169		Gohir.A06G021400.2	
OG0083170		Gohir.A06G112700.1	
OG0083171		Gohir.A06G026200.2	
OG0083172		Gohir.A06G162200.1	
OG0083173		Gohir.A06G120600.2	
OG0083174		Gohir.A06G062900.1	
OG0083175		Gohir.A06G100700.1	
OG0083176		Gohir.A06G104900.1	
OG0083177		Gohir.A06G031200.1	
OG0083178		Gohir.A06G031200.11	
OG0083179		Gohir.A06G031200.12	
OG0083180		Gohir.A06G031200.13	
OG0083181		Gohir.A06G070800.3	
OG0083182		Gohir.A06G002200.2	
OG0083183		Gohir.A06G184400.1	
OG0083184		Gohir.A06G083000.1	
OG0083185		Gohir.A06G098500.1	
OG0083186		Gohir.A06G085000.1	
OG0083187		Gohir.A06G037500.1	
OG0083188		Gohir.A06G027000.2	
OG0083189		Gohir.A06G134800.1	
OG0083190		Gohir.A06G094600.1	
OG0083191		Gohir.A06G069400.1	
OG0083192		Gohir.A06G118400.6	
OG0083193		Gohir.A06G164900.2	
OG0083194		Gohir.A06G042600.1	
OG0083195		Gohir.A06G174900.1	
OG0083196		Gohir.A06G164700.1	
OG0083197		Gohir.A06G046100.1	
OG0083198		Gohir.A06G182700.1	
OG0083199		Gohir.A06G121100.1	
OG0083200		Gohir.A06G051000.2	
OG0083201		Gohir.A06G166300.1	
OG0083202		Gohir.A06G144000.1	
OG0083203		Gohir.A06G144000.2	
OG0083204		Gohir.A06G144000.3	
OG0083205		Gohir.A06G071000.2	
OG0083206		Gohir.A06G071000.3	
OG0083207		Gohir.A06G089600.1	
OG0083208		Gohir.A06G015800.1	
OG0083209		Gohir.A06G145600.2	
OG0083210		Gohir.A06G105000.1	
OG0083211		Gohir.A06G127600.1	
OG0083212		Gohir.A06G115400.1	
OG0083213		Gohir.A06G187600.1	
OG0083214		Gohir.A06G152200.2	
OG0083215		Gohir.A06G152200.3	
OG0083216		Gohir.A06G101000.1	
OG0083217		Gohir.A06G050500.1	
OG0083218		Gohir.A06G060600.1	
OG0083219		Gohir.A06G119100.1	
OG0083220		Gohir.A06G038000.1	
OG0083221		Gohir.A06G184600.1	
OG0083222		Gohir.A06G035700.1	
OG0083223		Gohir.A06G147800.1	
OG0083224		Gohir.A06G147800.2	
OG0083225		Gohir.A06G043900.2	
OG0083226		Gohir.A06G141600.1	
OG0083227		Gohir.A06G181200.1	
OG0083228		Gohir.A06G191800.1	
OG0083229		Gohir.A06G037300.1	
OG0083230		Gohir.A06G102600.1	
OG0083231		Gohir.A06G031900.2	
OG0083232		Gohir.A06G129000.1	
OG0083233		Gohir.A06G081600.1	
OG0083234		Gohir.A06G024500.1	
OG0083235		Gohir.A06G132800.1	
OG0083236		Gohir.A06G086200.1	
OG0083237		Gohir.A06G021800.1	
OG0083238		Gohir.A06G030400.5	
OG0083239		Gohir.A06G087500.1	
OG0083240		Gohir.A06G058900.1	
OG0083241		Gohir.A06G042800.1	
OG0083242		Gohir.A06G187800.1	
OG0083243		Gohir.A06G181800.1	
OG0083244		Gohir.A06G148400.1	
OG0083245		Gohir.A06G131400.1	
OG0083246		Gohir.A06G093100.1	
OG0083247		Gohir.A06G065200.1	
OG0083248		Gohir.A06G195700.1	
OG0083249		Gohir.A06G195800.1	
OG0083250		Gohir.A06G007100.1	
OG0083251		Gohir.A06G161500.1	
OG0083252		Gohir.A06G208100.2	
OG0083253		Gohir.A06G153900.1	
OG0083254		Gohir.A06G155200.1	
OG0083255		Gohir.A06G009600.1	
OG0083256		Gohir.A06G082900.1	
OG0083257		Gohir.A06G106000.1	
OG0083258		Gohir.A06G123000.1	
OG0083259		Gohir.A06G061700.1	
OG0083260		Gohir.A06G098900.1	
OG0083261		Gohir.A06G183600.1	
OG0083262		Gohir.A06G146600.1	
OG0083263		Gohir.A06G051800.1	
OG0083264		Gohir.A06G051800.2	
OG0083265		Gohir.A06G079900.1	
OG0083266		Gohir.A06G095300.3	
OG0083267		Gohir.A06G029300.1	
OG0083268		Gohir.A06G177300.1	
OG0083269		Gohir.A06G097400.1	
OG0083270		Gohir.A06G097400.2	
OG0083271		Gohir.A06G091700.2	
OG0083272		Gohir.A06G168800.1	
OG0083273		Gohir.A06G018000.1	
OG0083274		Gohir.A06G097900.1	
OG0083275		Gohir.A06G110500.2	
OG0083276		Gohir.A06G156700.1	
OG0083277		Gohir.A06G174000.1	
OG0083278		Gohir.A06G111000.1	
OG0083279		Gohir.A06G121400.1	
OG0083280		Gohir.A06G014300.1	
OG0083281		Gohir.A06G113000.1	
OG0083282		Gohir.A06G188300.2	
OG0083283		Gohir.A06G156600.1	
OG0083284		Gohir.A06G121000.1	
OG0083285		Gohir.A06G188100.3	
OG0083286		Gohir.A06G077000.1	
OG0083287		Gohir.A06G077000.4	
OG0083288		Gohir.A06G077000.2	
OG0083289		Gohir.A06G077000.3	
OG0083290		Gohir.A06G051200.1	
OG0083291		Gohir.A06G121900.1	
OG0083292		Gohir.A06G101700.1	
OG0083293		Gohir.A06G105700.1	
OG0083294		Gohir.A06G002500.2	
OG0083295		Gohir.A06G110100.1	
OG0083296		Gohir.A06G127700.1	
OG0083297		Gohir.A06G160500.1	
OG0083298		Gohir.A06G066100.2	
OG0083299		Gohir.A06G164000.2	
OG0083300		Gohir.A06G036900.1	
OG0083301		Gohir.A06G164500.3	
OG0083302		Gohir.A06G179400.2	
OG0083303		Gohir.A06G069600.3	
OG0083304		Gohir.A06G169200.1	
OG0083305		Gohir.A06G079400.2	
OG0083306		Gohir.A06G063200.4	
OG0083307		Gohir.A06G063200.5	
OG0083308		Gohir.A06G102000.2	
OG0083309		Gohir.A06G102000.3	
OG0083310		Gohir.A06G183800.2	
OG0083311		Gohir.A06G103200.1	
OG0083312		Gohir.A06G027800.1	
OG0083313		Gohir.A06G027800.2	
OG0083314		Gohir.A06G017900.1	
OG0083315		Gohir.A06G095000.1	
OG0083316		Gohir.A06G154500.1	
OG0083317		Gohir.A06G154500.3	
OG0083318		Gohir.A06G154500.2	
OG0083319		Gohir.A06G049600.1	
OG0083320		Gohir.A06G181500.1	
OG0083321		Gohir.A06G053600.9	
OG0083322		Gohir.A06G053600.13	
OG0083323		Gohir.A06G053600.12	
OG0083324		Gohir.A06G132600.1	
OG0083325		Gohir.A06G113800.2	
OG0083326		Gohir.A06G043800.2	
OG0083327		Gohir.A06G088800.1	
OG0083328		Gohir.A06G184000.1	
OG0083329		Gohir.A06G050600.1	
OG0083330		Gohir.A06G017500.1	
OG0083331		Gohir.A06G074500.1	
OG0083332		Gohir.A06G074500.2	
OG0083333		Gohir.A06G054300.1	
OG0083334		Gohir.A06G161200.1	
OG0083335		Gohir.A06G039000.1	
OG0083336		Gohir.A06G015500.3	
OG0083337		Gohir.A06G114400.1	
OG0083338		Gohir.A06G101300.1	
OG0083339		Gohir.A06G118500.1	
OG0083340		Gohir.A06G041600.1	
OG0083341		Gohir.A06G041600.2	
OG0083342		Gohir.A06G089700.1	
OG0083343		Gohir.A06G006200.1	
OG0083344		Gohir.A06G060300.1	
OG0083345		Gohir.A06G069900.1	
OG0083346		Gohir.A06G186700.1	
OG0083347		Gohir.A06G024600.2	
OG0083348		Gohir.A06G122000.1	
OG0083349		Gohir.A06G141400.2	
OG0083350		Gohir.A06G044000.3	
OG0083351		Gohir.A06G142400.1	
OG0083352		Gohir.A06G190700.1	
OG0083353		Gohir.A06G062300.1	
OG0083354		Gohir.A06G062300.2	
OG0083355		Gohir.A06G062300.3	
OG0083356		Gohir.A06G115300.1	
OG0083357		Gohir.A06G180400.1	
OG0083358		Gohir.A06G016300.1	
OG0083359		Gohir.A06G158000.1	
OG0083360		Gohir.A06G178100.2	
OG0083361		Gohir.A06G201400.1	
OG0083362		Gohir.A06G008400.1	
OG0083363		Gohir.A06G160400.1	
OG0083364		Gohir.A06G064000.1	
OG0083365		Gohir.A06G023700.2	
OG0083366		Gohir.A06G168700.3	
OG0083367		Gohir.A06G168700.4	
OG0083368		Gohir.A06G115100.2	
OG0083369		Gohir.A06G113100.1	
OG0083370		Gohir.A06G072000.2	
OG0083371		Gohir.A06G072000.3	
OG0083372		Gohir.A06G088100.1	
OG0083373		Gohir.A06G120700.1	
OG0083374		Gohir.A06G104300.1	
OG0083375		Gohir.A06G209400.1	
OG0083376		Gohir.A06G088000.1	
OG0083377		Gohir.A06G152000.1	
OG0083378		Gohir.A06G149000.1	
OG0083379		Gohir.A06G060200.1	
OG0083380		Gohir.A06G081800.1	
OG0083381		Gohir.A06G067900.1	
OG0083382		Gohir.A06G045500.2	
OG0083383		Gohir.A06G045500.3	
OG0083384		Gohir.A06G093900.1	
OG0083385		Gohir.A06G100100.1	
OG0083386		Gohir.1Z005700.1	
OG0083387		Gohir.1Z005600.1	
OG0083388		Gohir.1Z050100.1	
OG0083389		Gohir.1Z022500.1	
OG0083390		Gohir.D08G070700.2	
OG0083391		Gohir.D08G219000.1	
OG0083392		Gohir.D08G029900.1	
OG0083393		Gohir.D08G129300.1	
OG0083394		Gohir.D08G060100.1	
OG0083395		Gohir.D08G042500.1	
OG0083396		Gohir.D08G202000.1	
OG0083397		Gohir.D08G174400.2	
OG0083398		Gohir.D08G221500.1	
OG0083399		Gohir.D08G262300.1	
OG0083400		Gohir.D08G268400.3	
OG0083401		Gohir.D08G268400.2	
OG0083402		Gohir.D08G268400.4	
OG0083403		Gohir.D08G166800.1	
OG0083404		Gohir.D08G215100.1	
OG0083405		Gohir.D08G243000.1	
OG0083406		Gohir.D08G143000.1	
OG0083407		Gohir.D08G143000.2	
OG0083408		Gohir.D08G142700.1	
OG0083409		Gohir.D08G072200.1	
OG0083410		Gohir.D08G127900.1	
OG0083411		Gohir.D08G070300.1	
OG0083412		Gohir.D08G200800.2	
OG0083413		Gohir.D08G162800.1	
OG0083414		Gohir.D08G166300.1	
OG0083415		Gohir.D08G080700.2	
OG0083416		Gohir.D08G197700.1	
OG0083417		Gohir.D08G074300.1	
OG0083418		Gohir.D08G151600.2	
OG0083419		Gohir.D08G070100.3	
OG0083420		Gohir.D08G070100.2	
OG0083421		Gohir.D08G103900.1	
OG0083422		Gohir.D08G014200.1	
OG0083423		Gohir.D08G064800.1	
OG0083424		Gohir.D08G247500.3	
OG0083425		Gohir.D08G247500.2	
OG0083426		Gohir.D08G247500.7	
OG0083427		Gohir.D08G247500.5	
OG0083428		Gohir.D08G247500.8	
OG0083429		Gohir.D08G196500.1	
OG0083430		Gohir.D08G196500.2	
OG0083431		Gohir.D08G142800.1	
OG0083432		Gohir.D08G089000.1	
OG0083433		Gohir.D08G104600.1	
OG0083434		Gohir.D08G220600.1	
OG0083435		Gohir.D08G098600.1	
OG0083436		Gohir.D08G207200.1	
OG0083437		Gohir.D08G102000.1	
OG0083438		Gohir.D08G120300.1	
OG0083439		Gohir.D08G111900.1	
OG0083440		Gohir.D08G134500.1	
OG0083441		Gohir.D08G134500.2	
OG0083442		Gohir.D08G043700.1	
OG0083443		Gohir.D08G043700.2	
OG0083444		Gohir.D08G225200.2	
OG0083445		Gohir.D08G092400.2	
OG0083446		Gohir.D08G081200.1	
OG0083447		Gohir.D08G097400.1	
OG0083448		Gohir.D08G097400.17	
OG0083449		Gohir.D08G097400.11	
OG0083450		Gohir.D08G097400.7	
OG0083451		Gohir.D08G097400.19	
OG0083452		Gohir.D08G097400.8	
OG0083453		Gohir.D08G097400.20	
OG0083454		Gohir.D08G097400.18	
OG0083455		Gohir.D08G097400.15	
OG0083456		Gohir.D08G097400.9	
OG0083457		Gohir.D08G097400.4	
OG0083458		Gohir.D08G097400.2	
OG0083459		Gohir.D08G097400.21	
OG0083460		Gohir.D08G097400.12	
OG0083461		Gohir.D08G097400.6	
OG0083462		Gohir.D08G097400.10	
OG0083463		Gohir.D08G097400.3	
OG0083464		Gohir.D08G097400.14	
OG0083465		Gohir.D08G097400.13	
OG0083466		Gohir.D08G097400.5	
OG0083467		Gohir.D08G097400.16	
OG0083468		Gohir.D08G031700.1	
OG0083469		Gohir.D08G126300.1	
OG0083470		Gohir.D08G053200.1	
OG0083471		Gohir.D08G122600.1	
OG0083472		Gohir.D08G087200.1	
OG0083473		Gohir.D08G026000.1	
OG0083474		Gohir.D08G145800.1	
OG0083475		Gohir.D08G252500.1	
OG0083476		Gohir.D08G056900.1	
OG0083477		Gohir.D08G092700.1	
OG0083478		Gohir.D08G083900.1	
OG0083479		Gohir.D08G099400.1	
OG0083480		Gohir.D08G202100.3	
OG0083481		Gohir.D08G020100.6	
OG0083482		Gohir.D08G020100.7	
OG0083483		Gohir.D08G108200.1	
OG0083484		Gohir.D08G126600.1	
OG0083485		Gohir.D08G172200.1	
OG0083486		Gohir.D08G001800.1	
OG0083487		Gohir.D08G239300.1	
OG0083488		Gohir.D08G271800.1	
OG0083489		Gohir.D08G177500.1	
OG0083490		Gohir.D08G017000.2	
OG0083491		Gohir.D08G098700.1	
OG0083492		Gohir.D08G275200.1	
OG0083493		Gohir.D08G130000.1	
OG0083494		Gohir.D08G106300.1	
OG0083495		Gohir.D08G106300.2	
OG0083496		Gohir.D08G083700.2	
OG0083497		Gohir.D08G078300.1	
OG0083498		Gohir.D08G078300.2	
OG0083499		Gohir.D08G198400.3	
OG0083500		Gohir.D08G129500.1	
OG0083501		Gohir.D08G190200.1	
OG0083502		Gohir.D08G096000.2	
OG0083503		Gohir.D08G096000.3	
OG0083504		Gohir.D08G100000.1	
OG0083505		Gohir.D08G021400.1	
OG0083506		Gohir.D08G143800.2	
OG0083507		Gohir.D08G164600.2	
OG0083508		Gohir.D08G243600.1	
OG0083509		Gohir.D08G228200.1	
OG0083510		Gohir.D08G228200.2	
OG0083511		Gohir.D08G000600.2	
OG0083512		Gohir.D08G017900.1	
OG0083513		Gohir.D08G065100.1	
OG0083514		Gohir.D08G159900.2	
OG0083515		Gohir.D08G084500.1	
OG0083516		Gohir.D08G084500.2	
OG0083517		Gohir.D08G103500.1	
OG0083518		Gohir.D08G079200.1	
OG0083519		Gohir.D08G097500.1	
OG0083520		Gohir.D08G178800.1	
OG0083521		Gohir.D08G208100.2	
OG0083522		Gohir.D08G001900.1	
OG0083523		Gohir.D08G218400.1	
OG0083524		Gohir.D08G214600.1	
OG0083525		Gohir.D08G006400.1	
OG0083526		Gohir.D08G087700.1	
OG0083527		Gohir.D08G088700.1	
OG0083528		Gohir.D08G157100.1	
OG0083529		Gohir.D08G141700.1	
OG0083530		Gohir.D08G157600.1	
OG0083531		Gohir.D08G271600.1	
OG0083532		Gohir.D08G196200.1	
OG0083533		Gohir.D08G157800.1	
OG0083534		Gohir.D08G076100.1	
OG0083535		Gohir.D08G132900.1	
OG0083536		Gohir.D08G086400.1	
OG0083537		Gohir.D08G171200.2	
OG0083538		Gohir.D08G059300.1	
OG0083539		Gohir.D08G164100.1	
OG0083540		Gohir.D08G174500.2	
OG0083541		Gohir.D08G224400.1	
OG0083542		Gohir.D08G107800.3	
OG0083543		Gohir.D08G258600.9	
OG0083544		Gohir.D08G258600.12	
OG0083545		Gohir.D08G258600.11	
OG0083546		Gohir.D08G258600.13	
OG0083547		Gohir.D08G007400.1	
OG0083548		Gohir.D08G002600.1	
OG0083549		Gohir.D08G105000.1	
OG0083550		Gohir.D08G105000.2	
OG0083551		Gohir.D08G105000.3	
OG0083552		Gohir.D08G105000.5	
OG0083553		Gohir.D08G105000.6	
OG0083554		Gohir.D08G174000.2	
OG0083555		Gohir.D08G174000.3	
OG0083556		Gohir.D08G123900.1	
OG0083557		Gohir.D08G123900.2	
OG0083558		Gohir.D08G145000.2	
OG0083559		Gohir.D08G061500.2	
OG0083560		Gohir.D08G126900.1	
OG0083561		Gohir.D08G126900.2	
OG0083562		Gohir.D08G108500.1	
OG0083563		Gohir.D08G128700.1	
OG0083564		Gohir.D08G051500.1	
OG0083565		Gohir.D08G076900.1	
OG0083566		Gohir.D08G045200.1	
OG0083567		Gohir.D08G078000.4	
OG0083568		Gohir.D08G221300.3	
OG0083569		Gohir.D08G155100.1	
OG0083570		Gohir.D08G200400.1	
OG0083571		Gohir.D08G267400.2	
OG0083572		Gohir.D08G138400.1	
OG0083573		Gohir.D08G190900.1	
OG0083574		Gohir.D08G053400.1	
OG0083575		Gohir.D08G095600.1	
OG0083576		Gohir.D08G172900.4	
OG0083577		Gohir.D08G172900.5	
OG0083578		Gohir.D08G172600.1	
OG0083579		Gohir.D08G270300.4	
OG0083580		Gohir.D08G270300.2	
OG0083581		Gohir.D08G270300.3	
OG0083582		Gohir.D08G258500.1	
OG0083583		Gohir.D08G169000.1	
OG0083584		Gohir.D08G237600.2	
OG0083585		Gohir.D08G240000.1	
OG0083586		Gohir.D08G168700.2	
OG0083587		Gohir.D08G060400.1	
OG0083588		Gohir.D08G197400.1	
OG0083589		Gohir.D08G262200.1	
OG0083590		Gohir.D08G060200.2	
OG0083591		Gohir.D08G037300.1	
OG0083592		Gohir.D08G236900.1	
OG0083593		Gohir.D08G147200.1	
OG0083594		Gohir.D08G088200.1	
OG0083595		Gohir.D08G185600.1	
OG0083596		Gohir.D08G231600.1	
OG0083597		Gohir.D08G066700.1	
OG0083598		Gohir.D08G239600.2	
OG0083599		Gohir.D08G059900.1	
OG0083600		Gohir.D08G020300.1	
OG0083601		Gohir.D08G079100.3	
OG0083602		Gohir.D08G209800.1	
OG0083603		Gohir.D08G032700.1	
OG0083604		Gohir.D08G175500.1	
OG0083605		Gohir.D08G215000.1	
OG0083606		Gohir.D08G163600.2	
OG0083607		Gohir.D08G235400.1	
OG0083608		Gohir.D08G160700.1	
OG0083609		Gohir.D08G131300.1	
OG0083610		Gohir.D08G081600.2	
OG0083611		Gohir.D08G070600.2	
OG0083612		Gohir.D08G104500.1	
OG0083613		Gohir.D08G104500.2	
OG0083614		Gohir.D08G119600.1	
OG0083615		Gohir.D08G132500.1	
OG0083616		Gohir.D08G249400.2	
OG0083617		Gohir.D08G186300.1	
OG0083618		Gohir.D08G104400.1	
OG0083619		Gohir.D08G148400.2	
OG0083620		Gohir.D08G209000.1	
OG0083621		Gohir.D08G209000.2	
OG0083622		Gohir.D08G184300.1	
OG0083623		Gohir.D08G184300.4	
OG0083624		Gohir.D08G184300.2	
OG0083625		Gohir.D08G184300.3	
OG0083626		Gohir.D08G072800.1	
OG0083627		Gohir.D08G026500.2	
OG0083628		Gohir.D08G258400.1	
OG0083629		Gohir.D08G117300.1	
OG0083630		Gohir.D08G065700.2	
OG0083631		Gohir.D08G006200.1	
OG0083632		Gohir.D08G151400.3	
OG0083633		Gohir.D08G156000.1	
OG0083634		Gohir.D08G188100.2	
OG0083635		Gohir.D08G162000.1	
OG0083636		Gohir.D08G266000.1	
OG0083637		Gohir.D08G114500.1	
OG0083638		Gohir.D08G179800.1	
OG0083639		Gohir.D08G247900.6	
OG0083640		Gohir.D08G247900.5	
OG0083641		Gohir.D08G092900.1	
OG0083642		Gohir.D08G091600.1	
OG0083643		Gohir.D08G028200.2	
OG0083644		Gohir.D08G274600.1	
OG0083645		Gohir.D08G265700.1	
OG0083646		Gohir.D08G148900.2	
OG0083647		Gohir.D08G141500.1	
OG0083648		Gohir.D08G270700.1	
OG0083649		Gohir.D08G270700.2	
OG0083650		Gohir.D08G167800.1	
OG0083651		Gohir.D08G142600.1	
OG0083652		Gohir.D08G253700.1	
OG0083653		Gohir.D08G253700.2	
OG0083654		Gohir.D08G002300.1	
OG0083655		Gohir.D08G175700.1	
OG0083656		Gohir.D08G091300.2	
OG0083657		Gohir.D08G200200.1	
OG0083658		Gohir.D08G087600.1	
OG0083659		Gohir.D08G168600.1	
OG0083660		Gohir.D08G152100.5	
OG0083661		Gohir.D08G081000.1	
OG0083662		Gohir.D08G071100.1	
OG0083663		Gohir.D08G071100.2	
OG0083664		Gohir.D08G274200.1	
OG0083665		Gohir.D08G095700.1	
OG0083666		Gohir.D08G235200.1	
OG0083667		Gohir.D08G113800.2	
OG0083668		Gohir.D08G223100.1	
OG0083669		Gohir.D08G213600.1	
OG0083670		Gohir.D08G097100.3	
OG0083671		Gohir.D08G108800.2	
OG0083672		Gohir.D08G132300.1	
OG0083673		Gohir.D08G230200.2	
OG0083674		Gohir.D08G227000.1	
OG0083675		Gohir.D08G126200.1	
OG0083676		Gohir.D08G139700.1	
OG0083677		Gohir.D08G067800.1	
OG0083678		Gohir.D08G067800.2	
OG0083679		Gohir.D08G067800.3	
OG0083680		Gohir.D08G205200.1	
OG0083681		Gohir.D08G263400.1	
OG0083682		Gohir.D08G118000.2	
OG0083683		Gohir.D08G118000.4	
OG0083684		Gohir.D08G220200.1	
OG0083685		Gohir.D08G220200.2	
OG0083686		Gohir.D08G220200.3	
OG0083687		Gohir.D08G080900.2	
OG0083688		Gohir.D08G183600.1	
OG0083689		Gohir.D08G091700.1	
OG0083690		Gohir.D08G267600.1	
OG0083691		Gohir.D08G174800.1	
OG0083692		Gohir.D08G026900.1	
OG0083693		Gohir.D08G106100.1	
OG0083694		Gohir.D08G129200.1	
OG0083695		Gohir.D08G226500.1	
OG0083696		Gohir.D08G002400.1	
OG0083697		Gohir.D08G133300.1	
OG0083698		Gohir.D08G094700.1	
OG0083699		Gohir.D08G091200.1	
OG0083700		Gohir.D08G091200.2	
OG0083701		Gohir.D08G254000.3	
OG0083702		Gohir.D08G254000.4	
OG0083703		Gohir.D08G105300.1	
OG0083704		Gohir.D08G116800.1	
OG0083705		Gohir.D08G196400.1	
OG0083706		Gohir.D08G196400.2	
OG0083707		Gohir.D08G223900.2	
OG0083708		Gohir.D08G223900.3	
OG0083709		Gohir.D08G123300.1	
OG0083710		Gohir.D08G087000.1	
OG0083711		Gohir.D08G105600.3	
OG0083712		Gohir.D08G069300.1	
OG0083713		Gohir.D08G063300.1	
OG0083714		Gohir.D08G078100.1	
OG0083715		Gohir.D08G205800.2	
OG0083716		Gohir.D08G205800.3	
OG0083717		Gohir.D08G205800.4	
OG0083718		Gohir.D08G089400.1	
OG0083719		Gohir.D08G061000.1	
OG0083720		Gohir.D08G095900.1	
OG0083721		Gohir.D08G000500.1	
OG0083722		Gohir.D08G086300.1	
OG0083723		Gohir.D08G033200.1	
OG0083724		Gohir.D08G081100.1	
OG0083725		Gohir.D08G237800.2	
OG0083726		Gohir.D08G102700.1	
OG0083727		Gohir.D08G089300.1	
OG0083728		Gohir.D08G092300.1	
OG0083729		Gohir.D08G149900.2	
OG0083730		Gohir.D08G018500.1	
OG0083731		Gohir.D08G018500.2	
OG0083732		Gohir.D08G151000.1	
OG0083733		Gohir.D08G232800.1	
OG0083734		Gohir.D08G015600.2	
OG0083735		Gohir.D08G264500.2	
OG0083736		Gohir.D08G146700.1	
OG0083737		Gohir.D08G146700.2	
OG0083738		Gohir.D08G068300.1	
OG0083739		Gohir.D08G099900.1	
OG0083740		Gohir.D08G156600.3	
OG0083741		Gohir.D08G037100.1	
OG0083742		Gohir.D08G037100.2	
OG0083743		Gohir.D08G037100.4	
OG0083744		Gohir.D08G037100.3	
OG0083745		Gohir.D08G068400.3	
OG0083746		Gohir.D08G144100.1	
OG0083747		Gohir.D08G144100.2	
OG0083748		Gohir.D08G144100.3	
OG0083749		Gohir.D08G144100.5	
OG0083750		Gohir.D08G108000.2	
OG0083751		Gohir.D08G108000.3	
OG0083752		Gohir.D08G240700.1	
OG0083753		Gohir.D08G213100.1	
OG0083754		Gohir.D08G213100.2	
OG0083755		Gohir.D08G214900.1	
OG0083756		Gohir.D08G220700.1	
OG0083757		Gohir.D08G114800.1	
OG0083758		Gohir.D08G015500.1	
OG0083759		Gohir.D08G181400.1	
OG0083760		Gohir.D08G171400.1	
OG0083761		Gohir.D08G130800.1	
OG0083762		Gohir.D08G141600.1	
OG0083763		Gohir.D08G217500.1	
OG0083764		Gohir.D08G033000.1	
OG0083765		Gohir.D08G033000.2	
OG0083766		Gohir.D08G104100.1	
OG0083767		Gohir.D08G154900.1	
OG0083768		Gohir.D08G015700.3	
OG0083769		Gohir.D08G138500.1	
OG0083770		Gohir.D08G052500.2	
OG0083771		Gohir.D08G052500.3	
OG0083772		Gohir.D08G126500.1	
OG0083773		Gohir.D08G129400.1	
OG0083774		Gohir.D08G201800.1	
OG0083775		Gohir.D08G032800.1	
OG0083776		Gohir.D08G141400.1	
OG0083777		Gohir.D08G025000.1	
OG0083778		Gohir.D08G057300.3	
OG0083779		Gohir.D08G128200.1	
OG0083780		Gohir.D08G102100.1	
OG0083781		Gohir.D08G087900.1	
OG0083782		Gohir.D08G228500.1	
OG0083783		Gohir.D08G264600.1	
OG0083784		Gohir.D08G196700.1	
OG0083785		Gohir.D08G225700.1	
OG0083786		Gohir.D08G127300.1	
OG0083787		Gohir.D08G096500.1	
OG0083788		Gohir.D08G113500.1	
OG0083789		Gohir.D08G126800.1	
OG0083790		Gohir.D08G253200.1	
OG0083791		Gohir.D08G274300.1	
OG0083792		Gohir.D08G098800.1	
OG0083793		Gohir.D08G266100.1	
OG0083794		Gohir.D08G137600.1	
OG0083795		Gohir.D08G041100.2	
OG0083796		Gohir.D08G126100.1	
OG0083797		Gohir.D08G084700.2	
OG0083798		Gohir.D08G084700.3	
OG0083799		Gohir.D08G245800.1	
OG0083800		Gohir.D08G071500.1	
OG0083801		Gohir.D08G126400.1	
OG0083802		Gohir.D08G238800.1	
OG0083803		Gohir.D08G063700.1	
OG0083804		Gohir.D08G206300.1	
OG0083805		Gohir.D08G109100.1	
OG0083806		Gohir.D08G271100.1	
OG0083807		Gohir.D08G112400.1	
OG0083808		Gohir.D08G155400.2	
OG0083809		Gohir.D08G127500.1	
OG0083810		Gohir.D08G128600.1	
OG0083811		Gohir.D08G229000.1	
OG0083812		Gohir.D08G249200.1	
OG0083813		Gohir.D08G214400.1	
OG0083814		Gohir.D08G216800.1	
OG0083815		Gohir.D08G051300.1	
OG0083816		Gohir.1Z092900.1	
OG0083817		Gohir.1Z093000.1	
OG0083818		Gohir.A07G049900.1	
OG0083819		Gohir.A07G169700.1	
OG0083820		Gohir.A07G152100.3	
OG0083821		Gohir.A07G152100.4	
OG0083822		Gohir.A07G041600.2	
OG0083823		Gohir.A07G123100.5	
OG0083824		Gohir.A07G129900.1	
OG0083825		Gohir.A07G189600.1	
OG0083826		Gohir.A07G064200.3	
OG0083827		Gohir.A07G181300.1	
OG0083828		Gohir.A07G064900.2	
OG0083829		Gohir.A07G062000.1	
OG0083830		Gohir.A07G031000.1	
OG0083831		Gohir.A07G100100.1	
OG0083832		Gohir.A07G102300.1	
OG0083833		Gohir.A07G102300.2	
OG0083834		Gohir.A07G218600.3	
OG0083835		Gohir.A07G218600.2	
OG0083836		Gohir.A07G103900.1	
OG0083837		Gohir.A07G122200.1	
OG0083838		Gohir.A07G017300.1	
OG0083839		Gohir.A07G131300.2	
OG0083840		Gohir.A07G045900.2	
OG0083841		Gohir.A07G050300.1	
OG0083842		Gohir.A07G155300.1	
OG0083843		Gohir.A07G233600.1	
OG0083844		Gohir.A07G004000.1	
OG0083845		Gohir.A07G131000.1	
OG0083846		Gohir.A07G131000.2	
OG0083847		Gohir.A07G131000.3	
